,State,District,Market,Commodity,Variety,Arrival_Date,Min,Max
1053,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-23,290,730
706,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-24,1200,1600
1351,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-24,1000,1000
1054,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-24,330,730
1352,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-25,1300,1500
707,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-25,1100,1500
1055,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-25,330,730
708,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-26,1000,1400
1056,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-26,340,670
1353,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-26,1300,1500
709,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-27,1000,1400
1354,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-27,1400,1500
1057,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-28,310,710
710,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-28,1000,1400
1355,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-28,1400,1500
1058,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-29,300,660
711,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-29,1000,1400
1356,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-29,1400,1500
1059,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-30,300,760
1357,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-30,1400,1500
712,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-30,1100,1500
713,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-31,700,1100
1358,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-31,900,1000
842,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-01,500,1380
510,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-01,1800,2600
541,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-02,1600,2000
1200,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-02,1700,2000
871,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-02,450,930
570,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-03,800,1400
1222,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-03,1400,1500
1247,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-04,900,1000
928,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-04,400,730
601,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-04,800,1300
1266,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-05,2500,2500
957,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-05,340,740
619,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-05,1200,2000
1288,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-06,1700,2000
649,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-06,900,1500
987,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-06,510,800
1017,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-07,500,770
1313,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-07,2000,2000
674,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-07,800,1000
1339,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-08,1700,2000
1046,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-08,250,900
1366,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-09,800,1200
722,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-09,600,1000
1068,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-09,300,680
752,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-10,400,600
1096,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-10,100,750
1413,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-11,400,500
783,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-11,650,850
1123,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-11,120,830
1153,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-12,60,860
1436,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-12,400,600
813,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-12,600,800
1072,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-13,310,690
1367,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-13,1000,1000
726,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-13,600,800
1368,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-14,800,1000
1073,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-14,300,650
727,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-14,600,800
1369,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-15,700,1000
728,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-15,600,600
1074,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-15,310,660
1370,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-16,800,1000
729,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-16,600,600
1075,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-16,300,680
1076,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-17,310,760
730,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-17,600,600
1371,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-17,800,1000
731,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-18,600,600
1077,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-18,310,760
1372,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-18,800,1000
732,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-19,600,600
1373,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-19,800,1000
1078,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-19,320,670
1079,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-20,310,660
1374,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-20,700,1000
733,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-20,600,600
1375,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-21,800,1000
734,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-21,600,600
1080,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-22,320,680
1376,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-22,800,1000
735,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-22,400,600
736,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-23,400,600
1081,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-23,310,730
1377,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-23,700,1000
1082,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-24,300,630
737,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-24,400,600
738,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-25,400,600
1083,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-25,300,630
1084,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-26,300,690
1378,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-26,800,1000
739,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-26,400,600
1085,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-27,310,670
740,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-27,350,600
741,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-28,350,600
1086,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-28,300,560
1379,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-28,800,1000
742,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-29,400,600
1087,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-29,290,760
1380,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-29,800,1000
743,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-09-30,400,600
1088,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-09-30,290,760
1381,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-09-30,800,1000
511,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-01,1700,2700
843,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-01,500,1380
542,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-02,1700,2100
872,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-02,490,810
900,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-03,460,770
1223,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-03,1400,1500
571,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-03,700,1300
929,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-04,400,730
1248,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-04,900,1000
602,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-04,800,1400
1267,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-05,2400,2500
620,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-05,1200,2000
958,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-05,340,790
1289,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-06,1500,1500
988,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-06,560,800
650,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-06,900,1500
675,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-07,700,900
1314,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-07,2000,2000
1018,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-07,500,770
1340,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-08,2000,2000
1069,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-09,320,660
723,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-09,600,800
1097,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-10,100,750
753,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-10,400,600
1414,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-11,400,500
784,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-11,700,900
1124,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-11,160,1000
814,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-12,700,900
1154,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-12,80,810
756,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-13,400,600
1391,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-13,700,1000
1100,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-13,100,910
1101,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-14,50,650
757,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-14,400,600
1392,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-15,800,1000
1102,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-15,50,640
758,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-15,400,600
1393,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-16,700,1000
1103,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-16,50,640
759,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-16,400,600
760,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-17,400,600
1394,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-17,800,1000
1104,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-17,100,760
1105,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-18,100,660
1395,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-18,600,800
761,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-18,400,600
762,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-19,500,600
1396,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-19,700,1000
1106,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-19,100,690
1397,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-20,600,800
763,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-20,400,600
1107,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-21,100,800
764,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-21,400,600
1398,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-21,600,800
1108,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-22,70,860
765,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-22,400,600
1399,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-23,600,800
1109,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-23,70,860
766,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-23,300,500
1400,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-24,600,800
767,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-24,300,500
1401,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-25,600,800
768,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-25,300,500
769,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-26,300,500
1402,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-26,600,800
1110,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-26,100,550
1111,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-27,50,660
770,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-27,300,500
771,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-28,300,500
1112,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-28,50,500
1113,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-29,50,540
772,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-29,300,500
1114,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-10-30,50,540
773,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-30,400,600
1403,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-30,600,800
774,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-10-31,400,600
1404,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-10-31,600,800
1183,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-01,3000,3000
512,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-01,2000,3000
543,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-02,1600,2000
873,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-02,300,740
572,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-03,700,1300
901,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-03,420,700
1224,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-03,1400,1500
603,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-04,900,1500
930,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-04,480,850
1249,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-04,900,1000
621,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-05,700,1300
959,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-05,300,770
651,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-06,800,1200
989,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-06,560,860
676,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-07,600,1000
1019,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-07,460,1000
1315,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-07,2000,2000
1047,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-08,300,1040
1341,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-08,1700,2000
1070,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-09,320,660
724,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-09,600,800
754,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-10,400,600
1098,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-10,100,750
1389,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-10,700,1000
1415,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-11,400,500
785,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-11,700,900
1125,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-11,160,1000
815,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-12,700,900
1127,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-13,160,1080
1417,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-13,400,500
787,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-13,800,1000
1418,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-14,400,500
1128,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-14,160,1080
788,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-14,800,1000
1419,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-15,400,500
789,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-15,800,1000
1129,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-15,160,1080
1420,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-16,400,500
790,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-16,800,1000
1130,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-16,160,1080
1421,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-17,500,700
791,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-17,800,1000
1131,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-17,160,1080
1132,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-18,160,780
792,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-18,800,1000
1422,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-18,600,800
1423,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-19,600,800
793,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-19,800,1000
1133,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-19,230,920
1134,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-20,240,790
794,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-20,800,1000
1424,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-20,700,800
1135,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-21,240,790
795,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-21,800,1000
1425,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-21,700,800
1136,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-22,230,920
796,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-22,800,1000
1426,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-22,700,800
1427,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-23,700,800
1137,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-23,100,850
797,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-23,800,1000
798,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-24,800,1000
1138,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-24,50,760
799,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-25,800,1000
1428,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-25,600,800
1139,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-25,50,740
1140,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-26,50,810
1429,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-26,600,800
800,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-26,750,950
1430,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-27,700,800
1141,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-27,50,810
801,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-27,700,900
802,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-28,700,900
1142,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-28,50,730
1431,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-11-28,700,800
1143,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-29,50,600
803,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-29,700,900
1144,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-11-30,50,570
804,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-11-30,700,900
513,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-01,1000,2000
1184,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-01,2000,2000
844,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-01,560,1340
874,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-02,310,750
544,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-02,1600,2000
902,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-03,400,620
1225,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-03,1400,1500
573,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-03,800,1200
1250,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-04,800,1000
931,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-04,420,760
604,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-04,600,1200
960,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-05,360,710
1268,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-05,2000,2000
622,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-05,900,1500
990,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-06,560,860
652,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-06,700,1100
1290,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-06,1400,1500
1316,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-07,2000,2000
677,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-07,700,1100
1020,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-07,460,1240
1342,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-08,2000,2000
1071,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-09,310,690
725,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-09,600,800
755,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-10,400,600
1390,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-10,700,800
1099,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-10,100,750
1416,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-11,400,500
786,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-11,700,900
1126,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-11,160,1080
816,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-12,700,900
1155,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-13,100,880
1437,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-13,400,600
817,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-13,700,900
818,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-14,750,950
1156,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-14,50,740
819,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-15,750,950
1157,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-15,100,800
1438,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-15,600,800
1158,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-16,50,830
1439,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-16,500,600
820,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-16,750,950
1159,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-17,70,790
821,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-12-17,750,950
1440,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-17,600,800
1441,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-12-18,600,800
1160,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-12-18,70,790
